"","Trait_A","Trait_B","Observed","Expected","Percent","Count","Pvalue","Sig","Correction","Direction","TraitDiff","AbsDiff"
"1377","Glycerol","D-Mannitol",589,585.91,0.8752,2026,0.2026,0,0.709729192546584,"Random",3.09000000000003,3.09000000000003
"1378","Glycerol","D-Glucitol",589,583.6556,0.9661,651,0.0651,0,0.333785454545455,"Random",5.34439999999995,5.34439999999995
"1379","Glycerol","myo-Inositol",66,65.8243,0.6514,6110,0.611,0,1,"Random",0.175700000000006,0.175700000000006
"1380","Glycerol","DL-Lactate",343,341.5795,0.7085,4004,0.4004,0,1,"Random",1.4205,1.4205
"1381","Glycerol","Succinate",609,600.6853,0.9963,83,0.0083,1,0.0761170731707317,"Random",8.31470000000002,8.31470000000002
"1382","Glycerol","Citrate",464,457.1903,0.9874,292,0.0292,1,0.190390751445087,"Random",6.80970000000002,6.80970000000002
"1383","Glycerol","D-Gluconate",435,431.7934,0.8615,2170,0.217,0,0.739995180722892,"Random",3.20659999999998,3.20659999999998
"1384","Glycerol","D-Glucosamine",287,286.1484,0.6755,4596,0.4596,0,1,"Random",0.851600000000019,0.851600000000019
"1385","Glycerol","Nitrate",100,98.214,0.8897,2668,0.2668,0,0.835973333333333,"Random",1.786,1.786
"1386","Glycerol","Vitamin-free",103,107.147,0.0669,9708,0.9708,0,1,"Random",-4.14700000000001,4.14700000000001
"1387","Glycerol","2-Keto-D-gluconate",339,341.0531,0.315,7798,0.7798,0,1,"Random",-2.05309999999997,2.05309999999997
"1388","Glycerol","Starch formation",18,17.3013,1,4873,0.4873,0,1,"Random",0.698699999999999,0.698699999999999
"1389","Glycerol","Growth at 19°C",697,696.6754,0.9509,6263,0.6263,0,1,"Random",0.324600000000032,0.324600000000032
"1390","Glycerol","Growth at 25°C",696,695.7506,0.9033,6496,0.6496,0,1,"Random",0.249400000000037,0.249400000000037
"1391","Glycerol","Growth at 30°C",658,659.6775,0.2835,8661,0.8661,0,1,"Random",-1.67750000000001,1.67750000000001
"1392","Glycerol","Growth at 37°C",313,316.877,0.1746,8879,0.8879,0,1,"Random",-3.87700000000001,3.87700000000001
"1423","Erythritol","Ribitol",209,188.0778,1,0,0,1,0,"Positive",20.9222,20.9222
"1424","Erythritol","Galactitol",66,56.262,0.9978,50,0.005,1,0.0522222222222222,"Random",9.738,9.738
"1425","Erythritol","D-Mannitol",216,207.768,0.9996,17,0.0017,1,0.0213066666666667,"Positive",8.232,8.232
"1426","Erythritol","D-Glucitol",216,206.891,0.9999,4,4e-04,1,0.00653913043478261,"Positive",9.10900000000001,9.10900000000001
"1427","Erythritol","myo-Inositol",44,37.2428,0.9873,269,0.0269,1,0.186154601226994,"Random",6.7572,6.7572
"14281","Erythritol","DL-Lactate",396,355.788,1,2,2e-04,1,0.0032695652173913,"Negative",40.212,40.212
"1429","Erythritol","Succinate",198,198.6268,0.4764,6392,0.6392,0,1,"Random",-0.626800000000003,0.626800000000003
"1430","Erythritol","Citrate",167,167.687,0.4772,6066,0.6066,0,1,"Random",-0.687000000000012,0.687000000000012
"1431","Erythritol","D-Gluconate",167,165.3292,0.6752,4023,0.4023,0,1,"Random",1.67080000000001,1.67080000000001
"1432","Erythritol","D-Glucosamine",125,123.3651,0.6682,4118,0.4118,0,1,"Random",1.6349,1.6349
"1433","Erythritol","Nitrate",41,41.5719,0.496,6061,0.6061,0,1,"Random",-0.571899999999999,0.571899999999999
"1434","Erythritol","Vitamin-free",44,47.6597,0.2147,8491,0.8491,0,1,"Random",-3.6597,3.6597
"1435","Erythritol","2-Keto-D-gluconate",126,131.99,0.1384,8995,0.8995,0,1,"Random",-5.99000000000001,5.99000000000001
"1436","Erythritol","Starch formation",4,5.536,0.2904,8823,0.8823,0,1,"Random",-1.536,1.536
"1437","Erythritol","Growth at 19°C",218,218.4159,0.5371,9530,0.953,0,1,"Random",-0.415899999999993,0.415899999999993
"1438","Erythritol","Growth at 25°C",218,218.3998,0.544,9445,0.9445,0,1,"Random",-0.399799999999999,0.399799999999999
"1439","Erythritol","Growth at 30°C",207,210.1547,0.1225,9447,0.9447,0,1,"Random",-3.15469999999999,3.15469999999999
"1440","Erythritol","Growth at 37°C",109,119.0759,0.0358,9764,0.9764,0,1,"Random",-10.0759,10.0759
"1472","Ribitol","Galactitol",88,81.9804,0.9935,203,0.0203,1,0.149662745098039,"Random",6.0196,6.0196
"1473","Ribitol","D-Mannitol",472,452.1668,1,0,0,1,0,"Positive",19.8332,19.8332
"1474","Ribitol","D-Glucitol",475,451.5742,1,0,0,1,0,"Positive",23.4258,23.4258
"1475","Ribitol","myo-Inositol",63,58.3834,0.9788,542,0.0542,0,0.293930769230769,"Random",4.6166,4.6166
"14761","Ribitol","DL-Lactate",443,379.0162,1,0,0,1,0,"Negative",63.9838,63.9838
"1477","Ribitol","Succinate",437,432.3845,0.8897,1612,0.1612,0,0.610179865771812,"Random",4.6155,4.6155
"1478","Ribitol","Citrate",360,352.0754,0.9454,774,0.0774,0,0.376324137931034,"Random",7.9246,7.9246
"1479","Ribitol","D-Gluconate",336,334.1981,0.6683,4074,0.4074,0,1,"Random",1.80189999999999,1.80189999999999
"1480","Ribitol","D-Glucosamine",262,245.5192,1,3,3e-04,1,0.00497647058823529,"Positive",16.4808,16.4808
"1481","Ribitol","Nitrate",67,73.4956,0.0587,9671,0.9671,0,1,"Random",-6.4956,6.4956
"14821","Ribitol","Vitamin-free",460,437.1884,0.999,22,0.0022,1,0.0264,"Negative",22.8116,22.8116
"1483","Ribitol","2-Keto-D-gluconate",298,284.221,0.9961,70,0.007,1,0.0669152542372881,"Random",13.779,13.779
"1484","Ribitol","Starch formation",17,14.9132,0.9733,1488,0.1488,0,0.58078339100346,"Random",2.0868,2.0868
"1485","Ribitol","Growth at 19°C",485,485.0347,0.7877,8224,0.8224,0,1,"Random",-0.0346999999999866,0.0346999999999866
"1486","Ribitol","Growth at 25°C",485,484.9879,0.7968,7930,0.793,0,1,"Random",0.0120999999999754,0.0120999999999754
"1487","Ribitol","Growth at 30°C",454,460.8036,0.0076,9974,0.9974,0,1,"Random",-6.80360000000002,6.80360000000002
"14881","Ribitol","Growth at 37°C",430,375.5322,1,0,0,1,0,"Negative",54.4678,54.4678
"1521","Galactitol","D-Mannitol",91,89.2897,0.8788,2772,0.2772,0,0.85432131147541,"Random",1.7103,1.7103
"1522","Galactitol","D-Glucitol",91,88.9957,0.9048,2329,0.2329,0,0.771406451612903,"Random",2.0043,2.0043
"1523","Galactitol","myo-Inositol",34,26.6854,0.9975,64,0.0064,1,0.0633263157894737,"Random",7.3146,7.3146
"1524","Galactitol","DL-Lactate",47,55.5684,0.0158,9928,0.9928,0,1,"Random",-8.5684,8.5684
"1525","Galactitol","Succinate",87,87.2304,0.5306,6411,0.6411,0,1,"Random",-0.230400000000003,0.230400000000003
"1526","Galactitol","Citrate",74,75.0999,0.4177,6972,0.6972,0,1,"Random",-1.09990000000001,1.09990000000001
"1527","Galactitol","D-Gluconate",75,74.65,0.6001,5262,0.5262,0,1,"Random",0.349999999999994,0.349999999999994
"1528","Galactitol","D-Glucosamine",58,58.2785,0.5287,5816,0.5816,0,1,"Random",-0.278500000000001,0.278500000000001
"1529","Galactitol","Nitrate",11,16.4167,0.0395,9836,0.9836,0,1,"Random",-5.4167,5.4167
"1530","Galactitol","Vitamin-free",24,24.582,0.4948,6317,0.6317,0,1,"Random",-0.582000000000001,0.582000000000001
"1531","Galactitol","2-Keto-D-gluconate",68,66.2147,0.7407,3617,0.3617,0,1,"Random",1.78530000000001,1.78530000000001
"1532","Galactitol","Starch formation",2,2.7077,0.4622,8197,0.8197,0,1,"Random",-0.7077,0.7077
"1533","Galactitol","Growth at 19°C",94,93.9497,1,9502,0.9502,0,1,"Random",0.0502999999999929,0.0502999999999929
"1534","Galactitol","Growth at 25°C",94,93.9449,1,9458,0.9458,0,1,"Random",0.0550999999999959,0.0550999999999959
"1535","Galactitol","Growth at 30°C",94,92.5793,1,2264,0.2264,0,0.75780178041543,"Random",1.4207,1.4207
"1536","Galactitol","Growth at 37°C",49,55.52,0.0555,9698,0.9698,0,1,"Random",-6.52,6.52
"1570","D-Mannitol","D-Glucitol",609,579.4647,1,0,0,1,0,"Positive",29.5353,29.5353
"1571","D-Mannitol","myo-Inositol",65,64.4299,0.7028,5043,0.5043,0,1,"Random",0.570099999999996,0.570099999999996
"1572","D-Mannitol","DL-Lactate",304,316.0117,0.0058,9962,0.9962,0,1,"Random",-12.0117,12.0117
"1573","D-Mannitol","Succinate",563,556.6292,0.968,565,0.0565,0,0.300622641509434,"Random",6.37080000000003,6.37080000000003
"1574","D-Mannitol","Citrate",447,436.343,0.9967,69,0.0069,1,0.0665230769230769,"Random",10.657,10.657
"1575","D-Mannitol","D-Gluconate",417,412.0806,0.8984,1445,0.1445,0,0.569916083916084,"Random",4.9194,4.9194
"1576","D-Mannitol","D-Glucosamine",278,276.2961,0.7263,3727,0.3727,0,1,"Random",1.70389999999998,1.70389999999998
"1577","D-Mannitol","Nitrate",98,95.887,0.8726,2515,0.2515,0,0.799132394366197,"Random",2.113,2.113
"1578","D-Mannitol","Vitamin-free",97,102.5008,0.0437,9791,0.9791,0,1,"Random",-5.5008,5.5008
"1579","D-Mannitol","2-Keto-D-gluconate",344,336.1704,0.9865,283,0.0283,1,0.188889940828402,"Random",7.82960000000003,7.82960000000003
"1580","D-Mannitol","Starch formation",13,15.0511,0.1233,9702,0.9702,0,1,"Random",-2.0511,2.0511
"1581","D-Mannitol","Growth at 19°C",633,632.7909,0.9053,6962,0.6962,0,1,"Random",0.209100000000035,0.209100000000035
"1582","D-Mannitol","Growth at 25°C",633,632.7114,0.9142,6476,0.6476,0,1,"Random",0.288599999999974,0.288599999999974
"1583","D-Mannitol","Growth at 30°C",597,600.7103,0.0831,9673,0.9673,0,1,"Random",-3.71029999999996,3.71029999999996
"15841","D-Mannitol","Growth at 37°C",438,399.614,1,0,0,1,0,"Negative",38.386,38.386
"1619","D-Glucitol","myo-Inositol",66,64.5742,0.8539,3238,0.3238,0,0.957028272251309,"Random",1.4258,1.4258
"16201","D-Glucitol","DL-Lactate",400,373.165,0.9982,25,0.0025,1,0.029375,"Negative",26.835,26.835
"1621","D-Glucitol","Succinate",567,556.2075,0.9986,44,0.0044,1,0.0481864077669903,"Positive",10.7925,10.7925
"1622","D-Glucitol","Citrate",449,435.6555,0.9995,12,0.0012,1,0.0157395348837209,"Positive",13.3445,13.3445
"1623","D-Glucitol","D-Gluconate",414,409.2528,0.883,1673,0.1673,0,0.631151839464883,"Random",4.74720000000002,4.74720000000002
"1624","D-Glucitol","D-Glucosamine",277,274.8147,0.764,3273,0.3273,0,0.96144375,"Random",2.18529999999998,2.18529999999998
"1625","D-Glucitol","Nitrate",97,95.1147,0.8356,2939,0.2939,0,0.893582749326146,"Random",1.8853,1.8853
"1626","D-Glucitol","Vitamin-free",95,101.5215,0.0214,9904,0.9904,0,1,"Random",-6.5215,6.5215
"1627","D-Glucitol","2-Keto-D-gluconate",341,333.3446,0.9795,375,0.0375,1,0.228648648648649,"Random",7.65539999999999,7.65539999999999
"1628","D-Glucitol","Starch formation",14,15.4527,0.2221,9321,0.9321,0,1,"Random",-1.4527,1.4527
"1629","D-Glucitol","Growth at 19°C",630,629.8032,0.8993,7025,0.7025,0,1,"Random",0.196800000000053,0.196800000000053
"1630","D-Glucitol","Growth at 25°C",629,628.9168,0.8294,7346,0.7346,0,1,"Random",0.0832000000000335,0.0832000000000335
"1631","D-Glucitol","Growth at 30°C",592,596.4273,0.0382,9883,0.9883,0,1,"Random",-4.42729999999995,4.42729999999995
"16321","D-Glucitol","Growth at 37°C",447,404.4116,1,0,0,1,0,"Negative",42.5884,42.5884
"1668","myo-Inositol","DL-Lactate",34,39.3672,0.0814,9536,0.9536,0,1,"Random",-5.3672,5.3672
"1669","myo-Inositol","Succinate",60,62.2461,0.1993,8984,0.8984,0,1,"Random",-2.2461,2.2461
"1670","myo-Inositol","Citrate",43,49.9364,0.0162,9917,0.9917,0,1,"Random",-6.9364,6.9364
"1671","myo-Inositol","D-Gluconate",54,53.3837,0.6455,4877,0.4877,0,1,"Random",0.616300000000003,0.616300000000003
"1672","myo-Inositol","D-Glucosamine",40,40.6594,0.4824,6356,0.6356,0,1,"Random",-0.659399999999998,0.659399999999998
"1673","myo-Inositol","Nitrate",14,15.2857,0.3866,7533,0.7533,0,1,"Random",-1.2857,1.2857
"1674","myo-Inositol","Vitamin-free",9,13.7094,0.05,9801,0.9801,0,1,"Random",-4.7094,4.7094
"1675","myo-Inositol","2-Keto-D-gluconate",46,46.075,0.5519,5753,0.5753,0,1,"Random",-0.0750000000000028,0.0750000000000028
"1676","myo-Inositol","Starch formation",12,6.3496,0.9996,21,0.0021,1,0.0254709677419355,"Positive",5.6504,5.6504
"1677","myo-Inositol","Growth at 19°C",69,68.9565,1,9572,0.9572,0,1,"Random",0.0434999999999945,0.0434999999999945
"1678","myo-Inositol","Growth at 25°C",69,68.9521,1,9526,0.9526,0,1,"Random",0.0478999999999985,0.0478999999999985
"1679","myo-Inositol","Growth at 30°C",67,67.0207,0.6159,6883,0.6883,0,1,"Random",-0.020700000000005,0.020700000000005
"1680","myo-Inositol","Growth at 37°C",38,40.3813,0.2838,8029,0.8029,0,1,"Random",-2.3813,2.3813
"1717","DL-Lactate","Succinate",338,330.241,0.9764,426,0.0426,1,0.242690909090909,"Random",7.75900000000001,7.75900000000001
"1718","DL-Lactate","Citrate",244,251.8449,0.1033,9241,0.9241,0,1,"Random",-7.8449,7.8449
"17191","DL-Lactate","D-Gluconate",401,364.3302,0.9994,14,0.0014,1,0.0177438202247191,"Negative",36.6698,36.6698
"17201","DL-Lactate","D-Glucosamine",407,361.4102,1,0,0,1,0,"Negative",45.5898,45.5898
"1721","DL-Lactate","Nitrate",56,56.2974,0.5146,5751,0.5751,0,1,"Random",-0.297400000000003,0.297400000000003
"1722","DL-Lactate","Vitamin-free",71,65.3225,0.9152,1252,0.1252,0,0.51730989010989,"Random",5.67749999999999,5.67749999999999
"17231","DL-Lactate","2-Keto-D-gluconate",434,374.0292,1,0,0,1,0,"Negative",59.9708,59.9708
"1724","DL-Lactate","Starch formation",6,8.618,0.1315,9553,0.9553,0,1,"Random",-2.618,2.618
"1725","DL-Lactate","Growth at 19°C",369,368.6327,1,6690,0.669,0,1,"Random",0.3673,0.3673
"1726","DL-Lactate","Growth at 25°C",369,368.5889,1,6366,0.6366,0,1,"Random",0.411099999999976,0.411099999999976
"1727","DL-Lactate","Growth at 30°C",354,352.2053,0.7929,3257,0.3257,0,0.959241775456919,"Random",1.79469999999998,1.79469999999998
"1728","DL-Lactate","Growth at 37°C",176,176.2722,0.5191,5468,0.5468,0,1,"Random",-0.272199999999998,0.272199999999998
"1766","Succinate","Citrate",462,442.3599,1,0,0,1,0,"Positive",19.6401,19.6401
"1767","Succinate","D-Gluconate",403,404.6807,0.3897,6967,0.6967,0,1,"Random",-1.6807,1.6807
"1768","Succinate","D-Glucosamine",285,278.238,0.9778,415,0.0415,1,0.238836734693878,"Random",6.762,6.762
"1769","Succinate","Nitrate",92,92.5568,0.4832,6599,0.6599,0,1,"Random",-0.556799999999996,0.556799999999996
"1770","Succinate","Vitamin-free",100,102.9653,0.1921,8849,0.8849,0,1,"Random",-2.9653,2.9653
"1771","Succinate","2-Keto-D-gluconate",328,326.9372,0.6437,4460,0.446,0,1,"Random",1.06279999999998,1.06279999999998
"1772","Succinate","Starch formation",14,15.46,0.2271,9254,0.9254,0,1,"Random",-1.46,1.46
"1773","Succinate","Growth at 19°C",649,648.8196,0.9114,7310,0.731,0,1,"Random",0.180399999999963,0.180399999999963
"1774","Succinate","Growth at 25°C",648,647.9393,0.8376,7652,0.7652,0,1,"Random",0.0606999999999971,0.0606999999999971
"1775","Succinate","Growth at 30°C",616,617.1091,0.404,7514,0.7514,0,1,"Random",-1.10910000000001,1.10910000000001
"1776","Succinate","Growth at 37°C",285,295.709,0.0126,9936,0.9936,0,1,"Random",-10.709,10.709
"1815","Citrate","D-Gluconate",345,335.3416,0.9695,460,0.046,1,0.258149253731343,"Random",9.65839999999997,9.65839999999997
"1816","Citrate","D-Glucosamine",248,236.034,0.9928,127,0.0127,1,0.106907462686567,"Random",11.966,11.966
"1817","Citrate","Nitrate",71,74.4575,0.2137,8578,0.8578,0,1,"Random",-3.4575,3.4575
"1818","Citrate","Vitamin-free",75,82.0384,0.0516,9701,0.9701,0,1,"Random",-7.0384,7.0384
"1819","Citrate","2-Keto-D-gluconate",279,272.7502,0.9002,1427,0.1427,0,0.569560563380282,"Random",6.24979999999999,6.24979999999999
"1820","Citrate","Starch formation",7,10.8184,0.0365,9891,0.9891,0,1,"Random",-3.8184,3.8184
"1821","Citrate","Growth at 19°C",483,482.5675,1,6132,0.6132,0,1,"Random",0.432500000000005,0.432500000000005
"1822","Citrate","Growth at 25°C",483,482.5123,1,5821,0.5821,0,1,"Random",0.487700000000018,0.487700000000018
"1823","Citrate","Growth at 30°C",456,460.0176,0.1008,9519,0.9519,0,1,"Random",-4.01760000000002,4.01760000000002
"1824","Citrate","Growth at 37°C",220,233.6017,0.0119,9928,0.9928,0,1,"Random",-13.6017,13.6017
"1864","D-Gluconate","D-Glucosamine",222,221.4589,0.5806,4953,0.4953,0,1,"Random",0.5411,0.5411
"1865","D-Gluconate","Nitrate",72,73.7562,0.3662,7247,0.7247,0,1,"Random",-1.75620000000001,1.75620000000001
"1866","D-Gluconate","Vitamin-free",72,80.0009,0.0317,9806,0.9806,0,1,"Random",-8.0009,8.0009
"1867","D-Gluconate","2-Keto-D-gluconate",293,274.6239,1,1,1e-04,1,0.00191186440677966,"Positive",18.3761,18.3761
"1868","D-Gluconate","Starch formation",12,12.7311,0.4342,7688,0.7688,0,1,"Random",-0.7311,0.7311
"1869","D-Gluconate","Growth at 19°C",462,461.5901,1,6316,0.6316,0,1,"Random",0.409899999999993,0.409899999999993
"1870","D-Gluconate","Growth at 25°C",462,461.5323,1,5978,0.5978,0,1,"Random",0.467699999999979,0.467699999999979
"1871","D-Gluconate","Growth at 30°C",444,443.6099,0.6272,5202,0.5202,0,1,"Random",0.390100000000018,0.390100000000018
"1872","D-Gluconate","Growth at 37°C",207,222.3276,0.0054,9966,0.9966,0,1,"Random",-15.3276,15.3276
"1913","D-Glucosamine","Nitrate",37,46.2046,0.0165,9920,0.992,0,1,"Random",-9.2046,9.2046
"1914","D-Glucosamine","Vitamin-free",46,54.6194,0.0282,9848,0.9848,0,1,"Random",-8.6194,8.6194
"1915","D-Glucosamine","2-Keto-D-gluconate",222,202.3853,1,0,0,1,0,"Positive",19.6147,19.6147
"1916","D-Glucosamine","Starch formation",1,5.5855,0.01,9995,0.9995,0,1,"Random",-4.5855,4.5855
"1917","D-Glucosamine","Growth at 19°C",302,301.77,1,7825,0.7825,0,1,"Random",0.230000000000018,0.230000000000018
"1918","D-Glucosamine","Growth at 25°C",302,301.7414,1,7608,0.7608,0,1,"Random",0.258600000000001,0.258600000000001
"1919","D-Glucosamine","Growth at 30°C",286,289.6967,0.1011,9544,0.9544,0,1,"Random",-3.69670000000002,3.69670000000002
"19201","D-Glucosamine","Growth at 37°C",402,354.4552,1,0,0,1,0,"Negative",47.5448,47.5448
"1962","Nitrate","Vitamin-free",21,20.9264,0.5739,5471,0.5471,0,1,"Random",0.073599999999999,0.073599999999999
"19631","Nitrate","2-Keto-D-gluconate",392,365.8262,0.9994,14,0.0014,1,0.0177438202247191,"Negative",26.1738,26.1738
"1964","Nitrate","Starch formation",0,1.7381,0.1544,10000,1,0,1,"Random",-1.7381,1.7381
"1965","Nitrate","Growth at 19°C",103,102.9211,1,9229,0.9229,0,1,"Random",0.0789000000000044,0.0789000000000044
"1966","Nitrate","Growth at 25°C",103,102.9075,1,9093,0.9093,0,1,"Random",0.0925000000000011,0.0925000000000011
"1967","Nitrate","Growth at 30°C",102,100.2748,0.9494,2206,0.2206,0,0.742796417910448,"Random",1.7252,1.7252
"1968","Nitrate","Growth at 37°C",62,56.9563,0.9052,1414,0.1414,0,0.569560563380282,"Random",5.0437,5.0437
"2011","Vitamin-free","2-Keto-D-gluconate",60,66.9757,0.0582,9651,0.9651,0,1,"Random",-6.9757,6.9757
"2012","Vitamin-free","Starch formation",1,2.6804,0.1961,9702,0.9702,0,1,"Random",-1.6804,1.6804
"2013","Vitamin-free","Growth at 19°C",116,115.9105,1,9118,0.9118,0,1,"Random",0.089500000000001,0.089500000000001
"2014","Vitamin-free","Growth at 25°C",116,115.895,1,8991,0.8991,0,1,"Random",0.105000000000004,0.105000000000004
"2015","Vitamin-free","Growth at 30°C",109,110.4989,0.2896,8564,0.8564,0,1,"Random",-1.49890000000001,1.49890000000001
"2016","Vitamin-free","Growth at 37°C",65,63.5036,0.6775,4076,0.4076,0,1,"Random",1.4964,1.4964
"2060","2-Keto-D-gluconate","Starch formation",12,11.4192,0.7226,4865,0.4865,0,1,"Random",0.5808,0.5808
"2061","2-Keto-D-gluconate","Growth at 19°C",364,364.2157,0.6833,8990,0.899,0,1,"Random",-0.215700000000027,0.215700000000027
"2062","2-Keto-D-gluconate","Growth at 25°C",364,364.1789,0.6988,8811,0.8811,0,1,"Random",-0.178899999999999,0.178899999999999
"2063","2-Keto-D-gluconate","Growth at 30°C",348,350.2975,0.2423,8619,0.8619,0,1,"Random",-2.29750000000001,2.29750000000001
"20641","2-Keto-D-gluconate","Growth at 37°C",413,363.2728,0.9999,1,1e-04,1,0.00188,"Negative",49.7272,49.7272
"2109","Starch formation","Growth at 19°C",18,17.9853,1,9854,0.9854,0,1,"Random",0.0147000000000013,0.0147000000000013
"2110","Starch formation","Growth at 25°C",18,17.9821,1,9821,0.9821,0,1,"Random",0.0179000000000009,0.0179000000000009
"2111","Starch formation","Growth at 30°C",17,17.2394,0.5806,8469,0.8469,0,1,"Random",-0.2394,0.2394
"2112","Starch formation","Growth at 37°C",6,8.2213,0.1839,9248,0.9248,0,1,"Random",-2.2213,2.2213
"2158","Growth at 19°C","Growth at 25°C",785,784.0802,1,2915,0.2915,0,0.891089430894309,"Random",0.919800000000009,0.919800000000009
"2159","Growth at 19°C","Growth at 30°C",741,740.6477,0.973,6207,0.6207,0,1,"Random",0.352300000000014,0.352300000000014
"2160","Growth at 19°C","Growth at 37°C",345,345.2775,0.6293,9068,0.9068,0,1,"Random",-0.277499999999975,0.277499999999975
"2207","Growth at 25°C","Growth at 30°C",741,740.5258,0.9767,5492,0.5492,0,1,"Random",0.474199999999996,0.474199999999996
"2208","Growth at 25°C","Growth at 37°C",345,345.2312,0.6513,8869,0.8869,0,1,"Random",-0.231200000000001,0.231200000000001
"2256","Growth at 30°C","Growth at 37°C",346,336.398,1,0,0,1,0,"Positive",9.60199999999998,9.60199999999998
